.\img_syn_raw\train\image_case0_frame10_Scene.png,.\synthetic\train\labcmp\image_case0_frame10.bmp,.\synthetic\train\labdmg\image_case0_frame10.bmp,.\synthetic\train\depth\image_case0_frame10.png,38.05728502,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame12_Scene.png,.\synthetic\train\labcmp\image_case0_frame12.bmp,.\synthetic\train\labdmg\image_case0_frame12.bmp,.\synthetic\train\depth\image_case0_frame12.png,53.62315668,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame13_Scene.png,.\synthetic\train\labcmp\image_case0_frame13.bmp,.\synthetic\train\labdmg\image_case0_frame13.bmp,.\synthetic\train\depth\image_case0_frame13.png,47.24836865,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame15_Scene.png,.\synthetic\train\labcmp\image_case0_frame15.bmp,.\synthetic\train\labdmg\image_case0_frame15.bmp,.\synthetic\train\depth\image_case0_frame15.png,36.39640874,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame16_Scene.png,.\synthetic\train\labcmp\image_case0_frame16.bmp,.\synthetic\train\labdmg\image_case0_frame16.bmp,.\synthetic\train\depth\image_case0_frame16.png,35.70631666,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame18_Scene.png,.\synthetic\train\labcmp\image_case0_frame18.bmp,.\synthetic\train\labdmg\image_case0_frame18.bmp,.\synthetic\train\depth\image_case0_frame18.png,22.52036133,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame19_Scene.png,.\synthetic\train\labcmp\image_case0_frame19.bmp,.\synthetic\train\labdmg\image_case0_frame19.bmp,.\synthetic\train\depth\image_case0_frame19.png,37.06248599,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame20_Scene.png,.\synthetic\train\labcmp\image_case0_frame20.bmp,.\synthetic\train\labdmg\image_case0_frame20.bmp,.\synthetic\train\depth\image_case0_frame20.png,29.16553618,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame21_Scene.png,.\synthetic\train\labcmp\image_case0_frame21.bmp,.\synthetic\train\labdmg\image_case0_frame21.bmp,.\synthetic\train\depth\image_case0_frame21.png,22.57328347,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame22_Scene.png,.\synthetic\train\labcmp\image_case0_frame22.bmp,.\synthetic\train\labdmg\image_case0_frame22.bmp,.\synthetic\train\depth\image_case0_frame22.png,24.25554566,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame23_Scene.png,.\synthetic\train\labcmp\image_case0_frame23.bmp,.\synthetic\train\labdmg\image_case0_frame23.bmp,.\synthetic\train\depth\image_case0_frame23.png,23.53986378,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame24_Scene.png,.\synthetic\train\labcmp\image_case0_frame24.bmp,.\synthetic\train\labdmg\image_case0_frame24.bmp,.\synthetic\train\depth\image_case0_frame24.png,41.59559495,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame25_Scene.png,.\synthetic\train\labcmp\image_case0_frame25.bmp,.\synthetic\train\labdmg\image_case0_frame25.bmp,.\synthetic\train\depth\image_case0_frame25.png,25.31771205,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame26_Scene.png,.\synthetic\train\labcmp\image_case0_frame26.bmp,.\synthetic\train\labdmg\image_case0_frame26.bmp,.\synthetic\train\depth\image_case0_frame26.png,52.14327073,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame27_Scene.png,.\synthetic\train\labcmp\image_case0_frame27.bmp,.\synthetic\train\labdmg\image_case0_frame27.bmp,.\synthetic\train\depth\image_case0_frame27.png,22.91881458,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame28_Scene.png,.\synthetic\train\labcmp\image_case0_frame28.bmp,.\synthetic\train\labdmg\image_case0_frame28.bmp,.\synthetic\train\depth\image_case0_frame28.png,46.19933561,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame29_Scene.png,.\synthetic\train\labcmp\image_case0_frame29.bmp,.\synthetic\train\labdmg\image_case0_frame29.bmp,.\synthetic\train\depth\image_case0_frame29.png,45.109944,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame30_Scene.png,.\synthetic\train\labcmp\image_case0_frame30.bmp,.\synthetic\train\labdmg\image_case0_frame30.bmp,.\synthetic\train\depth\image_case0_frame30.png,37.53670569,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame31_Scene.png,.\synthetic\train\labcmp\image_case0_frame31.bmp,.\synthetic\train\labdmg\image_case0_frame31.bmp,.\synthetic\train\depth\image_case0_frame31.png,31.5165478,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame33_Scene.png,.\synthetic\train\labcmp\image_case0_frame33.bmp,.\synthetic\train\labdmg\image_case0_frame33.bmp,.\synthetic\train\depth\image_case0_frame33.png,40.30038861,TRUE,TRUE
.\img_syn_raw\train\image_case0_frame34_Scene.png,.\synthetic\train\labcmp\image_case0_frame34.bmp,.\synthetic\train\labdmg\image_case0_frame34.bmp,.\synthetic\train\depth\image_case0_frame34.png,41.87198261,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame35_Scene.png,.\synthetic\train\labcmp\image_case0_frame35.bmp,.\synthetic\train\labdmg\image_case0_frame35.bmp,.\synthetic\train\depth\image_case0_frame35.png,33.6300219,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame36_Scene.png,.\synthetic\train\labcmp\image_case0_frame36.bmp,.\synthetic\train\labdmg\image_case0_frame36.bmp,.\synthetic\train\depth\image_case0_frame36.png,25.38524471,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame38_Scene.png,.\synthetic\train\labcmp\image_case0_frame38.bmp,.\synthetic\train\labdmg\image_case0_frame38.bmp,.\synthetic\train\depth\image_case0_frame38.png,18.52287555,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame39_Scene.png,.\synthetic\train\labcmp\image_case0_frame39.bmp,.\synthetic\train\labdmg\image_case0_frame39.bmp,.\synthetic\train\depth\image_case0_frame39.png,27.47813808,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame40_Scene.png,.\synthetic\train\labcmp\image_case0_frame40.bmp,.\synthetic\train\labdmg\image_case0_frame40.bmp,.\synthetic\train\depth\image_case0_frame40.png,38.77472095,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame41_Scene.png,.\synthetic\train\labcmp\image_case0_frame41.bmp,.\synthetic\train\labdmg\image_case0_frame41.bmp,.\synthetic\train\depth\image_case0_frame41.png,41.26486316,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame44_Scene.png,.\synthetic\train\labcmp\image_case0_frame44.bmp,.\synthetic\train\labdmg\image_case0_frame44.bmp,.\synthetic\train\depth\image_case0_frame44.png,33.64036854,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame46_Scene.png,.\synthetic\train\labcmp\image_case0_frame46.bmp,.\synthetic\train\labdmg\image_case0_frame46.bmp,.\synthetic\train\depth\image_case0_frame46.png,40.20340115,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame47_Scene.png,.\synthetic\train\labcmp\image_case0_frame47.bmp,.\synthetic\train\labdmg\image_case0_frame47.bmp,.\synthetic\train\depth\image_case0_frame47.png,20.33977993,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame48_Scene.png,.\synthetic\train\labcmp\image_case0_frame48.bmp,.\synthetic\train\labdmg\image_case0_frame48.bmp,.\synthetic\train\depth\image_case0_frame48.png,34.90306144,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame49_Scene.png,.\synthetic\train\labcmp\image_case0_frame49.bmp,.\synthetic\train\labdmg\image_case0_frame49.bmp,.\synthetic\train\depth\image_case0_frame49.png,37.01834649,TRUE,FALSE
.\img_syn_raw\train\image_case0_frame50_Scene.png,.\synthetic\train\labcmp\image_case0_frame50.bmp,.\synthetic\train\labdmg\image_case0_frame50.bmp,.\synthetic\train\depth\image_case0_frame50.png,53.30562492,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame51_Scene.png,.\synthetic\train\labcmp\image_case0_frame51.bmp,.\synthetic\train\labdmg\image_case0_frame51.bmp,.\synthetic\train\depth\image_case0_frame51.png,16.00179534,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame53_Scene.png,.\synthetic\train\labcmp\image_case0_frame53.bmp,.\synthetic\train\labdmg\image_case0_frame53.bmp,.\synthetic\train\depth\image_case0_frame53.png,46.31443886,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame54_Scene.png,.\synthetic\train\labcmp\image_case0_frame54.bmp,.\synthetic\train\labdmg\image_case0_frame54.bmp,.\synthetic\train\depth\image_case0_frame54.png,30.23855456,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame55_Scene.png,.\synthetic\train\labcmp\image_case0_frame55.bmp,.\synthetic\train\labdmg\image_case0_frame55.bmp,.\synthetic\train\depth\image_case0_frame55.png,30.67054554,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame56_Scene.png,.\synthetic\train\labcmp\image_case0_frame56.bmp,.\synthetic\train\labdmg\image_case0_frame56.bmp,.\synthetic\train\depth\image_case0_frame56.png,20.40577142,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame59_Scene.png,.\synthetic\train\labcmp\image_case0_frame59.bmp,.\synthetic\train\labdmg\image_case0_frame59.bmp,.\synthetic\train\depth\image_case0_frame59.png,29.7346014,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame61_Scene.png,.\synthetic\train\labcmp\image_case0_frame61.bmp,.\synthetic\train\labdmg\image_case0_frame61.bmp,.\synthetic\train\depth\image_case0_frame61.png,39.36043447,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame62_Scene.png,.\synthetic\train\labcmp\image_case0_frame62.bmp,.\synthetic\train\labdmg\image_case0_frame62.bmp,.\synthetic\train\depth\image_case0_frame62.png,50.51276675,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame63_Scene.png,.\synthetic\train\labcmp\image_case0_frame63.bmp,.\synthetic\train\labdmg\image_case0_frame63.bmp,.\synthetic\train\depth\image_case0_frame63.png,42.98496901,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame66_Scene.png,.\synthetic\train\labcmp\image_case0_frame66.bmp,.\synthetic\train\labdmg\image_case0_frame66.bmp,.\synthetic\train\depth\image_case0_frame66.png,37.79404048,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame67_Scene.png,.\synthetic\train\labcmp\image_case0_frame67.bmp,.\synthetic\train\labdmg\image_case0_frame67.bmp,.\synthetic\train\depth\image_case0_frame67.png,32.10545431,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame70_Scene.png,.\synthetic\train\labcmp\image_case0_frame70.bmp,.\synthetic\train\labdmg\image_case0_frame70.bmp,.\synthetic\train\depth\image_case0_frame70.png,15.46427478,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame72_Scene.png,.\synthetic\train\labcmp\image_case0_frame72.bmp,.\synthetic\train\labdmg\image_case0_frame72.bmp,.\synthetic\train\depth\image_case0_frame72.png,52.08106071,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame73_Scene.png,.\synthetic\train\labcmp\image_case0_frame73.bmp,.\synthetic\train\labdmg\image_case0_frame73.bmp,.\synthetic\train\depth\image_case0_frame73.png,31.0254894,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame74_Scene.png,.\synthetic\train\labcmp\image_case0_frame74.bmp,.\synthetic\train\labdmg\image_case0_frame74.bmp,.\synthetic\train\depth\image_case0_frame74.png,35.84474132,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame75_Scene.png,.\synthetic\train\labcmp\image_case0_frame75.bmp,.\synthetic\train\labdmg\image_case0_frame75.bmp,.\synthetic\train\depth\image_case0_frame75.png,38.05307558,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame77_Scene.png,.\synthetic\train\labcmp\image_case0_frame77.bmp,.\synthetic\train\labdmg\image_case0_frame77.bmp,.\synthetic\train\depth\image_case0_frame77.png,48.89192967,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame79_Scene.png,.\synthetic\train\labcmp\image_case0_frame79.bmp,.\synthetic\train\labdmg\image_case0_frame79.bmp,.\synthetic\train\depth\image_case0_frame79.png,23.36920305,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame80_Scene.png,.\synthetic\train\labcmp\image_case0_frame80.bmp,.\synthetic\train\labdmg\image_case0_frame80.bmp,.\synthetic\train\depth\image_case0_frame80.png,33.73677102,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame81_Scene.png,.\synthetic\train\labcmp\image_case0_frame81.bmp,.\synthetic\train\labdmg\image_case0_frame81.bmp,.\synthetic\train\depth\image_case0_frame81.png,32.0424302,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame83_Scene.png,.\synthetic\train\labcmp\image_case0_frame83.bmp,.\synthetic\train\labdmg\image_case0_frame83.bmp,.\synthetic\train\depth\image_case0_frame83.png,39.31712319,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame84_Scene.png,.\synthetic\train\labcmp\image_case0_frame84.bmp,.\synthetic\train\labdmg\image_case0_frame84.bmp,.\synthetic\train\depth\image_case0_frame84.png,42.56239388,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame85_Scene.png,.\synthetic\train\labcmp\image_case0_frame85.bmp,.\synthetic\train\labdmg\image_case0_frame85.bmp,.\synthetic\train\depth\image_case0_frame85.png,23.41018835,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame88_Scene.png,.\synthetic\train\labcmp\image_case0_frame88.bmp,.\synthetic\train\labdmg\image_case0_frame88.bmp,.\synthetic\train\depth\image_case0_frame88.png,43.06350643,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame91_Scene.png,.\synthetic\train\labcmp\image_case0_frame91.bmp,.\synthetic\train\labdmg\image_case0_frame91.bmp,.\synthetic\train\depth\image_case0_frame91.png,22.95444499,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame92_Scene.png,.\synthetic\train\labcmp\image_case0_frame92.bmp,.\synthetic\train\labdmg\image_case0_frame92.bmp,.\synthetic\train\depth\image_case0_frame92.png,33.365614,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame93_Scene.png,.\synthetic\train\labcmp\image_case0_frame93.bmp,.\synthetic\train\labdmg\image_case0_frame93.bmp,.\synthetic\train\depth\image_case0_frame93.png,35.64289361,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame94_Scene.png,.\synthetic\train\labcmp\image_case0_frame94.bmp,.\synthetic\train\labdmg\image_case0_frame94.bmp,.\synthetic\train\depth\image_case0_frame94.png,28.34088717,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame95_Scene.png,.\synthetic\train\labcmp\image_case0_frame95.bmp,.\synthetic\train\labdmg\image_case0_frame95.bmp,.\synthetic\train\depth\image_case0_frame95.png,38.68017902,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame96_Scene.png,.\synthetic\train\labcmp\image_case0_frame96.bmp,.\synthetic\train\labdmg\image_case0_frame96.bmp,.\synthetic\train\depth\image_case0_frame96.png,19.67770983,FALSE,FALSE
.\img_syn_raw\train\image_case0_frame98_Scene.png,.\synthetic\train\labcmp\image_case0_frame98.bmp,.\synthetic\train\labdmg\image_case0_frame98.bmp,.\synthetic\train\depth\image_case0_frame98.png,51.57771689,FALSE,TRUE
.\img_syn_raw\train\image_case0_frame99_Scene.png,.\synthetic\train\labcmp\image_case0_frame99.bmp,.\synthetic\train\labdmg\image_case0_frame99.bmp,.\synthetic\train\depth\image_case0_frame99.png,37.06414038,FALSE,TRUE
.\img_syn_raw\train\image_case1_frame0_Scene.png,.\synthetic\train\labcmp\image_case1_frame0.bmp,.\synthetic\train\labdmg\image_case1_frame0.bmp,.\synthetic\train\depth\image_case1_frame0.png,20.17269112,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame2_Scene.png,.\synthetic\train\labcmp\image_case1_frame2.bmp,.\synthetic\train\labdmg\image_case1_frame2.bmp,.\synthetic\train\depth\image_case1_frame2.png,21.18705248,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame3_Scene.png,.\synthetic\train\labcmp\image_case1_frame3.bmp,.\synthetic\train\labdmg\image_case1_frame3.bmp,.\synthetic\train\depth\image_case1_frame3.png,18.20653588,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame5_Scene.png,.\synthetic\train\labcmp\image_case1_frame5.bmp,.\synthetic\train\labdmg\image_case1_frame5.bmp,.\synthetic\train\depth\image_case1_frame5.png,32.56914043,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame6_Scene.png,.\synthetic\train\labcmp\image_case1_frame6.bmp,.\synthetic\train\labdmg\image_case1_frame6.bmp,.\synthetic\train\depth\image_case1_frame6.png,23.90933643,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame7_Scene.png,.\synthetic\train\labcmp\image_case1_frame7.bmp,.\synthetic\train\labdmg\image_case1_frame7.bmp,.\synthetic\train\depth\image_case1_frame7.png,24.89311187,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame9_Scene.png,.\synthetic\train\labcmp\image_case1_frame9.bmp,.\synthetic\train\labdmg\image_case1_frame9.bmp,.\synthetic\train\depth\image_case1_frame9.png,29.9083657,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame10_Scene.png,.\synthetic\train\labcmp\image_case1_frame10.bmp,.\synthetic\train\labdmg\image_case1_frame10.bmp,.\synthetic\train\depth\image_case1_frame10.png,15.05495336,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame11_Scene.png,.\synthetic\train\labcmp\image_case1_frame11.bmp,.\synthetic\train\labdmg\image_case1_frame11.bmp,.\synthetic\train\depth\image_case1_frame11.png,15.09075857,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame12_Scene.png,.\synthetic\train\labcmp\image_case1_frame12.bmp,.\synthetic\train\labdmg\image_case1_frame12.bmp,.\synthetic\train\depth\image_case1_frame12.png,33.41887023,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame13_Scene.png,.\synthetic\train\labcmp\image_case1_frame13.bmp,.\synthetic\train\labdmg\image_case1_frame13.bmp,.\synthetic\train\depth\image_case1_frame13.png,28.34722457,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame14_Scene.png,.\synthetic\train\labcmp\image_case1_frame14.bmp,.\synthetic\train\labdmg\image_case1_frame14.bmp,.\synthetic\train\depth\image_case1_frame14.png,27.37212089,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame15_Scene.png,.\synthetic\train\labcmp\image_case1_frame15.bmp,.\synthetic\train\labdmg\image_case1_frame15.bmp,.\synthetic\train\depth\image_case1_frame15.png,20.66087936,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame16_Scene.png,.\synthetic\train\labcmp\image_case1_frame16.bmp,.\synthetic\train\labdmg\image_case1_frame16.bmp,.\synthetic\train\depth\image_case1_frame16.png,52.59996841,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame17_Scene.png,.\synthetic\train\labcmp\image_case1_frame17.bmp,.\synthetic\train\labdmg\image_case1_frame17.bmp,.\synthetic\train\depth\image_case1_frame17.png,19.93210543,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame18_Scene.png,.\synthetic\train\labcmp\image_case1_frame18.bmp,.\synthetic\train\labdmg\image_case1_frame18.bmp,.\synthetic\train\depth\image_case1_frame18.png,51.56346912,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame19_Scene.png,.\synthetic\train\labcmp\image_case1_frame19.bmp,.\synthetic\train\labdmg\image_case1_frame19.bmp,.\synthetic\train\depth\image_case1_frame19.png,25.38049147,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame21_Scene.png,.\synthetic\train\labcmp\image_case1_frame21.bmp,.\synthetic\train\labdmg\image_case1_frame21.bmp,.\synthetic\train\depth\image_case1_frame21.png,30.39829529,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame22_Scene.png,.\synthetic\train\labcmp\image_case1_frame22.bmp,.\synthetic\train\labdmg\image_case1_frame22.bmp,.\synthetic\train\depth\image_case1_frame22.png,40.08402643,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame23_Scene.png,.\synthetic\train\labcmp\image_case1_frame23.bmp,.\synthetic\train\labdmg\image_case1_frame23.bmp,.\synthetic\train\depth\image_case1_frame23.png,20.88749379,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame24_Scene.png,.\synthetic\train\labcmp\image_case1_frame24.bmp,.\synthetic\train\labdmg\image_case1_frame24.bmp,.\synthetic\train\depth\image_case1_frame24.png,38.77351967,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame25_Scene.png,.\synthetic\train\labcmp\image_case1_frame25.bmp,.\synthetic\train\labdmg\image_case1_frame25.bmp,.\synthetic\train\depth\image_case1_frame25.png,43.37353768,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame26_Scene.png,.\synthetic\train\labcmp\image_case1_frame26.bmp,.\synthetic\train\labdmg\image_case1_frame26.bmp,.\synthetic\train\depth\image_case1_frame26.png,20.96018568,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame27_Scene.png,.\synthetic\train\labcmp\image_case1_frame27.bmp,.\synthetic\train\labdmg\image_case1_frame27.bmp,.\synthetic\train\depth\image_case1_frame27.png,54.0283301,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame28_Scene.png,.\synthetic\train\labcmp\image_case1_frame28.bmp,.\synthetic\train\labdmg\image_case1_frame28.bmp,.\synthetic\train\depth\image_case1_frame28.png,24.18932763,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame29_Scene.png,.\synthetic\train\labcmp\image_case1_frame29.bmp,.\synthetic\train\labdmg\image_case1_frame29.bmp,.\synthetic\train\depth\image_case1_frame29.png,46.39170104,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame30_Scene.png,.\synthetic\train\labcmp\image_case1_frame30.bmp,.\synthetic\train\labdmg\image_case1_frame30.bmp,.\synthetic\train\depth\image_case1_frame30.png,22.10191832,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame31_Scene.png,.\synthetic\train\labcmp\image_case1_frame31.bmp,.\synthetic\train\labdmg\image_case1_frame31.bmp,.\synthetic\train\depth\image_case1_frame31.png,54.79536905,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame32_Scene.png,.\synthetic\train\labcmp\image_case1_frame32.bmp,.\synthetic\train\labdmg\image_case1_frame32.bmp,.\synthetic\train\depth\image_case1_frame32.png,15.19700785,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame33_Scene.png,.\synthetic\train\labcmp\image_case1_frame33.bmp,.\synthetic\train\labdmg\image_case1_frame33.bmp,.\synthetic\train\depth\image_case1_frame33.png,50.42133989,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame34_Scene.png,.\synthetic\train\labcmp\image_case1_frame34.bmp,.\synthetic\train\labdmg\image_case1_frame34.bmp,.\synthetic\train\depth\image_case1_frame34.png,16.21482863,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame35_Scene.png,.\synthetic\train\labcmp\image_case1_frame35.bmp,.\synthetic\train\labdmg\image_case1_frame35.bmp,.\synthetic\train\depth\image_case1_frame35.png,32.68692847,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame36_Scene.png,.\synthetic\train\labcmp\image_case1_frame36.bmp,.\synthetic\train\labdmg\image_case1_frame36.bmp,.\synthetic\train\depth\image_case1_frame36.png,49.07183698,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame37_Scene.png,.\synthetic\train\labcmp\image_case1_frame37.bmp,.\synthetic\train\labdmg\image_case1_frame37.bmp,.\synthetic\train\depth\image_case1_frame37.png,53.99038596,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame38_Scene.png,.\synthetic\train\labcmp\image_case1_frame38.bmp,.\synthetic\train\labdmg\image_case1_frame38.bmp,.\synthetic\train\depth\image_case1_frame38.png,47.4783022,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame39_Scene.png,.\synthetic\train\labcmp\image_case1_frame39.bmp,.\synthetic\train\labdmg\image_case1_frame39.bmp,.\synthetic\train\depth\image_case1_frame39.png,17.97014781,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame40_Scene.png,.\synthetic\train\labcmp\image_case1_frame40.bmp,.\synthetic\train\labdmg\image_case1_frame40.bmp,.\synthetic\train\depth\image_case1_frame40.png,53.54990265,TRUE,TRUE
.\img_syn_raw\train\image_case1_frame41_Scene.png,.\synthetic\train\labcmp\image_case1_frame41.bmp,.\synthetic\train\labdmg\image_case1_frame41.bmp,.\synthetic\train\depth\image_case1_frame41.png,50.62836088,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame42_Scene.png,.\synthetic\train\labcmp\image_case1_frame42.bmp,.\synthetic\train\labdmg\image_case1_frame42.bmp,.\synthetic\train\depth\image_case1_frame42.png,36.21594748,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame43_Scene.png,.\synthetic\train\labcmp\image_case1_frame43.bmp,.\synthetic\train\labdmg\image_case1_frame43.bmp,.\synthetic\train\depth\image_case1_frame43.png,19.68347769,TRUE,FALSE
.\img_syn_raw\train\image_case1_frame44_Scene.png,.\synthetic\train\labcmp\image_case1_frame44.bmp,.\synthetic\train\labdmg\image_case1_frame44.bmp,.\synthetic\train\depth\image_case1_frame44.png,16.76974637,TRUE,FALSE
